date,open,high,low,close,volume,oi
2022-06-07 10:12:00+05:30,9.25,9.25,9.25,9.25,0,3150
2022-06-07 10:13:00+05:30,9.25,9.25,9.25,9.25,0,3150
2022-06-07 10:14:00+05:30,9.25,9.25,9.25,9.25,0,3150
2022-06-07 10:15:00+05:30,9.25,9.25,9.25,9.25,0,3150
2022-06-07 10:16:00+05:30,9.25,9.25,9.25,9.25,0,3150
2022-06-07 10:17:00+05:30,9.25,9.25,9.2,9.2,1000,5150
2022-06-07 10:18:00+05:30,9.2,9.2,9.2,9.2,0,5150
2022-06-07 10:19:00+05:30,9.2,9.2,9.2,9.2,0,5150
2022-06-07 10:20:00+05:30,9.2,9.2,9.2,9.2,0,5150
2022-06-07 10:21:00+05:30,9.2,9.2,9.2,9.2,0,5150
2022-06-07 10:22:00+05:30,9.2,9.2,9.2,9.2,0,5150
2022-06-07 10:23:00+05:30,9.2,9.2,9.2,9.2,0,5150
2022-06-07 10:24:00+05:30,9.2,9.2,9.1,9.1,1050,6150
2022-06-07 10:25:00+05:30,9.1,9.1,9.1,9.1,0,6150
2022-06-07 10:26:00+05:30,9.1,9.1,8.85,8.85,250,6150
2022-06-07 10:27:00+05:30,8.85,8.85,8.85,8.85,0,6150
2022-06-07 10:28:00+05:30,8.85,8.85,8.85,8.85,0,6150
2022-06-07 10:29:00+05:30,8.85,8.85,8.85,8.85,0,6150
2022-06-07 10:30:00+05:30,8.85,9.25,8.85,9.2,400,7150
2022-06-07 10:31:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 10:32:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 10:33:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 10:34:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 10:35:00+05:30,9.2,9.25,9.2,9.25,200,7200
2022-06-07 10:36:00+05:30,9.25,9.25,9.25,9.25,0,7200
2022-06-07 10:37:00+05:30,9.25,9.25,9.05,9.05,200,7150
2022-06-07 10:38:00+05:30,9.05,9.05,9.05,9.05,0,7150
2022-06-07 10:39:00+05:30,9.05,9.05,9.05,9.05,0,7150
2022-06-07 10:40:00+05:30,9.45,9.45,9.45,9.45,250,7250
2022-06-07 10:41:00+05:30,9.45,9.45,9.45,9.45,0,7250
2022-06-07 10:42:00+05:30,9.45,9.45,9.45,9.45,0,7250
2022-06-07 10:43:00+05:30,9.45,9.45,9.45,9.45,0,7250
2022-06-07 10:44:00+05:30,9.45,9.45,9.45,9.45,0,7250
2022-06-07 10:45:00+05:30,9.45,9.45,9.45,9.45,0,7250
2022-06-07 10:46:00+05:30,9.45,9.45,9.45,9.45,0,7250
2022-06-07 10:47:00+05:30,9.45,9.45,9.45,9.45,0,7250
2022-06-07 10:48:00+05:30,9.45,9.45,9.45,9.45,0,7250
2022-06-07 10:49:00+05:30,9.45,9.45,9.45,9.45,0,7250
2022-06-07 10:50:00+05:30,9.45,9.45,9.2,9.2,150,7150
2022-06-07 10:51:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 10:52:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 10:53:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 10:54:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 10:55:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 10:56:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 10:57:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 10:58:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 10:59:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:00:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:01:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:02:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:03:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:04:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:05:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:06:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:07:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:08:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:09:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:10:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:12:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:13:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:14:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:15:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:16:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:17:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:18:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:19:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:20:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:21:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:22:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:23:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:24:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:25:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:26:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:27:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:28:00+05:30,9.2,9.2,9.2,9.2,0,7150
2022-06-07 11:29:00+05:30,9.2,10.0,9.2,10.0,250,7150
2022-06-07 11:30:00+05:30,10.0,10.2,10.0,10.2,50,7400
2022-06-07 11:31:00+05:30,10.2,10.2,10.2,10.2,0,7400
2022-06-07 11:32:00+05:30,10.2,10.2,10.2,10.2,0,7400
2022-06-07 11:33:00+05:30,10.2,10.2,10.2,10.2,0,7400
2022-06-07 11:34:00+05:30,10.2,10.2,10.2,10.2,0,7400
2022-06-07 11:35:00+05:30,10.2,10.2,10.2,10.2,0,7400
2022-06-07 11:36:00+05:30,10.2,10.2,9.3,9.3,100,7400
2022-06-07 11:37:00+05:30,9.3,9.3,9.3,9.3,0,7400
2022-06-07 11:38:00+05:30,9.3,9.3,9.3,9.3,0,7400
2022-06-07 11:39:00+05:30,9.3,9.3,9.3,9.3,0,7400
2022-06-07 11:40:00+05:30,9.3,9.3,9.3,9.3,0,7400
2022-06-07 11:41:00+05:30,9.3,9.3,9.3,9.3,0,7400
2022-06-07 11:42:00+05:30,9.4,9.4,9.4,9.4,100,7500
2022-06-07 11:43:00+05:30,9.4,9.4,9.4,9.4,0,7500
2022-06-07 11:44:00+05:30,9.4,9.4,9.4,9.4,0,7500
2022-06-07 11:45:00+05:30,9.4,9.4,9.4,9.4,0,7500
2022-06-07 11:46:00+05:30,9.4,9.4,9.4,9.4,50,7600
2022-06-07 11:47:00+05:30,9.4,9.4,9.35,9.35,100,7600
2022-06-07 11:48:00+05:30,9.35,9.35,9.35,9.35,0,7600
2022-06-07 11:49:00+05:30,9.35,9.35,9.35,9.35,0,7600
2022-06-07 11:50:00+05:30,9.35,9.35,9.35,9.35,0,7600
2022-06-07 11:51:00+05:30,9.35,9.35,9.35,9.35,0,7600
2022-06-07 11:52:00+05:30,9.35,9.35,9.35,9.35,0,7600
2022-06-07 11:53:00+05:30,9.35,9.35,9.35,9.35,0,7600
2022-06-07 11:54:00+05:30,9.35,9.35,9.35,9.35,0,7600
2022-06-07 11:55:00+05:30,9.35,9.35,9.25,9.25,0,7600
2022-06-07 11:56:00+05:30,9.25,9.25,9.05,9.05,250,7800
2022-06-07 11:57:00+05:30,9.05,9.05,9.05,9.05,350,7800
2022-06-07 11:58:00+05:30,9.05,9.05,9.05,9.05,0,7800
2022-06-07 11:59:00+05:30,9.05,9.05,9.05,9.05,0,7800
2022-06-07 12:00:00+05:30,9.05,9.05,9.05,9.05,0,7800
2022-06-07 12:01:00+05:30,9.05,9.05,9.05,9.05,0,7800
2022-06-07 12:02:00+05:30,9.05,9.05,9.05,9.05,0,7800
2022-06-07 12:03:00+05:30,9.1,9.1,9.1,9.1,50,8100
2022-06-07 12:04:00+05:30,9.1,9.1,9.1,9.1,0,8100
2022-06-07 12:05:00+05:30,9.1,9.1,9.1,9.1,0,8100
2022-06-07 12:06:00+05:30,9.1,9.15,9.0,9.15,550,8150
2022-06-07 12:07:00+05:30,9.15,9.15,9.15,9.15,0,8150
2022-06-07 12:08:00+05:30,9.15,9.15,9.15,9.15,0,8150
2022-06-07 12:09:00+05:30,9.15,9.15,9.15,9.15,0,8150
2022-06-07 12:10:00+05:30,9.15,9.15,9.15,9.15,0,8150
2022-06-07 12:11:00+05:30,9.15,9.15,9.15,9.15,0,8150
2022-06-07 12:12:00+05:30,9.15,9.15,9.15,9.15,0,8150
2022-06-07 12:13:00+05:30,9.15,9.15,9.15,9.15,0,8150
2022-06-07 12:14:00+05:30,9.15,9.15,9.15,9.15,0,8150
2022-06-07 12:15:00+05:30,9.15,9.15,9.15,9.15,0,8150
2022-06-07 12:16:00+05:30,9.15,9.15,9.15,9.15,0,8150
2022-06-07 12:17:00+05:30,9.15,9.15,9.15,9.15,0,8150
2022-06-07 12:18:00+05:30,9.15,9.15,9.15,9.15,0,8150
2022-06-07 12:19:00+05:30,9.15,9.15,9.15,9.15,0,8150
2022-06-07 12:20:00+05:30,9.15,9.15,9.15,9.15,50,8650
2022-06-07 12:21:00+05:30,9.0,9.0,9.0,9.0,100,8650
2022-06-07 12:22:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 12:23:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 12:24:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 12:25:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 12:26:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 12:27:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 12:28:00+05:30,8.65,8.65,8.6,8.6,100,8650
2022-06-07 12:29:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:30:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:31:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:32:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:33:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:34:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:35:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:36:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:37:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:38:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:39:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:40:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:41:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:42:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:43:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:44:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:45:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:47:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:48:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:49:00+05:30,8.6,8.6,8.6,8.6,0,8650
2022-06-07 12:50:00+05:30,9.25,9.25,9.25,9.25,50,8650
2022-06-07 12:51:00+05:30,9.25,9.25,9.25,9.25,0,8650
2022-06-07 12:52:00+05:30,9.25,9.25,9.25,9.25,0,8650
2022-06-07 12:53:00+05:30,9.25,9.25,9.25,9.25,0,8650
2022-06-07 12:54:00+05:30,9.0,9.0,9.0,9.0,500,8650
2022-06-07 12:55:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 12:56:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 12:57:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 12:58:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:01:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:02:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:03:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:04:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:05:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:06:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:07:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:08:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:09:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:10:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:11:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:13:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:14:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:15:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:16:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:17:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:18:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:19:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:20:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:21:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:22:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:23:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:24:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:25:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:26:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:27:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:28:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:30:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:31:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:33:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:34:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:35:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:36:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:37:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:38:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:39:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:40:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:41:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:42:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:43:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:44:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:45:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:46:00+05:30,9.0,9.0,9.0,9.0,0,8650
2022-06-07 13:47:00+05:30,9.25,9.25,9.25,9.25,50,9150
2022-06-07 13:48:00+05:30,9.25,9.25,9.25,9.25,0,9150
2022-06-07 13:49:00+05:30,9.25,9.25,8.8,8.8,50,9150
2022-06-07 13:50:00+05:30,8.8,8.8,8.8,8.8,0,9150
2022-06-07 13:51:00+05:30,8.8,8.8,8.8,8.8,0,9150
2022-06-07 13:52:00+05:30,8.8,8.8,8.8,8.8,0,9150
2022-06-07 13:53:00+05:30,8.8,8.8,8.8,8.8,0,9150
2022-06-07 13:54:00+05:30,8.8,8.85,8.8,8.85,0,9150
2022-06-07 13:55:00+05:30,8.85,8.85,8.8,8.85,150,9150
2022-06-07 13:56:00+05:30,8.85,8.85,8.85,8.85,0,9150
2022-06-07 13:57:00+05:30,8.85,8.85,8.3,8.35,150,9150
2022-06-07 13:58:00+05:30,8.35,8.35,8.35,8.35,0,9150
2022-06-07 13:59:00+05:30,8.75,8.95,8.75,8.95,100,9150
2022-06-07 14:00:00+05:30,8.95,8.95,8.95,8.95,50,9150
2022-06-07 14:01:00+05:30,8.95,8.95,8.95,8.95,0,9150
2022-06-07 14:02:00+05:30,8.95,8.95,8.95,8.95,0,9150
2022-06-07 14:03:00+05:30,8.95,8.95,8.95,8.95,0,9150
2022-06-07 14:04:00+05:30,8.95,8.95,8.95,8.95,0,9150
2022-06-07 14:05:00+05:30,8.95,8.95,8.95,8.95,100,9150
2022-06-07 14:06:00+05:30,8.95,8.95,8.75,8.75,200,9150
2022-06-07 14:07:00+05:30,8.75,8.75,8.75,8.75,0,9150
2022-06-07 14:08:00+05:30,8.75,8.75,8.75,8.75,0,9150
2022-06-07 14:09:00+05:30,8.75,8.75,8.75,8.75,0,9150
2022-06-07 14:10:00+05:30,8.75,8.75,8.2,8.2,50,9100
2022-06-07 14:11:00+05:30,8.2,8.45,8.2,8.45,50,9100
2022-06-07 14:12:00+05:30,8.45,8.45,8.4,8.4,50,9150
2022-06-07 14:13:00+05:30,8.4,8.5,8.4,8.45,100,9150
2022-06-07 14:14:00+05:30,8.45,8.45,8.45,8.45,0,9150
2022-06-07 14:15:00+05:30,8.45,8.45,8.45,8.45,0,9150
2022-06-07 14:16:00+05:30,8.45,8.45,8.45,8.45,0,9150
2022-06-07 14:17:00+05:30,8.45,8.45,8.45,8.45,0,9150
2022-06-07 14:18:00+05:30,8.45,8.45,8.45,8.45,0,9150
2022-06-07 14:19:00+05:30,8.45,8.45,8.45,8.45,0,9150
2022-06-07 14:20:00+05:30,8.45,8.45,8.45,8.45,0,9150
2022-06-07 14:21:00+05:30,8.45,8.45,8.45,8.45,0,9150
2022-06-07 14:22:00+05:30,8.45,8.45,8.45,8.45,0,9150
2022-06-07 14:23:00+05:30,8.45,8.45,8.45,8.45,0,9150
2022-06-07 14:24:00+05:30,8.45,8.45,8.45,8.45,0,9150
2022-06-07 14:25:00+05:30,8.45,8.45,8.45,8.45,0,9150
2022-06-07 14:26:00+05:30,8.45,8.45,8.45,8.45,0,9150
2022-06-07 14:27:00+05:30,8.45,8.45,8.05,8.05,150,9100
2022-06-07 14:28:00+05:30,8.05,8.05,7.95,7.95,100,9100
2022-06-07 14:29:00+05:30,7.95,7.95,7.95,7.95,0,9100
2022-06-07 14:30:00+05:30,7.95,7.95,7.95,7.95,0,9100
2022-06-07 14:31:00+05:30,7.95,7.95,7.95,7.95,0,9100
2022-06-07 14:32:00+05:30,7.95,8.3,7.95,8.3,150,9150
2022-06-07 14:33:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:34:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:35:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:36:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:37:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:38:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:39:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:40:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:41:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:42:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:43:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:44:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:45:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:47:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:48:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:49:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:50:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:51:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:52:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:53:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:54:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:55:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:56:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:57:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:58:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 14:59:00+05:30,8.3,8.3,8.3,8.3,0,9150
2022-06-07 15:00:00+05:30,8.3,8.3,7.95,7.95,50,9300
2022-06-07 15:01:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:02:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:03:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:04:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:05:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:06:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:07:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:08:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:09:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:10:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:11:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:12:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:13:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:14:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:15:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:18:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:19:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:20:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:21:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:22:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:25:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:27:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:28:00+05:30,7.95,7.95,7.95,7.95,0,9300
2022-06-07 15:29:00+05:30,7.95,7.95,7.45,7.45,50,9300
2022-06-08 09:21:00+05:30,6.9,6.9,6.9,6.9,0,9300
2022-06-08 09:22:00+05:30,6.9,6.9,6.9,6.9,0,9300
2022-06-08 09:23:00+05:30,6.9,7.65,6.9,7.65,50,9300
2022-06-08 09:24:00+05:30,7.65,7.65,7.65,7.65,50,9300
2022-06-08 09:25:00+05:30,7.65,7.65,7.25,7.25,1000,9300
2022-06-08 09:26:00+05:30,7.25,7.25,7.25,7.25,0,9300
2022-06-08 09:27:00+05:30,7.25,7.25,7.25,7.25,0,9300
2022-06-08 09:28:00+05:30,7.25,7.25,7.25,7.25,0,9300
2022-06-08 09:29:00+05:30,7.25,7.25,7.25,7.25,0,9300
2022-06-08 09:30:00+05:30,7.25,7.25,7.25,7.25,0,10300
2022-06-08 09:31:00+05:30,7.25,7.25,7.25,7.25,50,10300
2022-06-08 09:32:00+05:30,7.25,7.25,7.25,7.25,0,10300
2022-06-08 09:33:00+05:30,7.25,7.25,7.25,7.25,50,10300
2022-06-08 09:34:00+05:30,7.25,7.25,7.25,7.25,0,10300
2022-06-08 09:35:00+05:30,7.25,7.25,7.25,7.25,0,10300
2022-06-08 09:36:00+05:30,7.25,7.25,7.25,7.25,0,10300
2022-06-08 09:37:00+05:30,7.25,7.75,7.25,7.75,50,10300
2022-06-08 09:38:00+05:30,7.75,7.75,7.75,7.75,0,10300
2022-06-08 09:39:00+05:30,7.75,8.1,7.75,8.05,1200,10300
2022-06-08 09:40:00+05:30,8.05,8.15,8.05,8.15,250,10300
2022-06-08 09:41:00+05:30,8.15,8.15,8.15,8.15,0,10300
2022-06-08 09:42:00+05:30,8.15,8.15,8.15,8.15,0,10300
2022-06-08 09:43:00+05:30,8.15,8.15,8.15,8.15,0,10300
2022-06-08 09:44:00+05:30,8.15,8.15,8.15,8.15,0,10300
2022-06-08 09:45:00+05:30,8.15,8.15,8.15,8.15,0,10300
2022-06-08 09:46:00+05:30,8.15,8.15,8.15,8.15,0,10300
2022-06-08 09:47:00+05:30,8.15,8.15,8.0,8.0,350,10750
2022-06-08 09:48:00+05:30,8.0,8.0,8.0,8.0,0,10750
2022-06-08 09:49:00+05:30,8.0,8.0,8.0,8.0,0,10750
2022-06-08 09:50:00+05:30,8.0,8.0,8.0,8.0,0,10750
2022-06-08 09:51:00+05:30,8.0,8.0,8.0,8.0,0,10750
2022-06-08 09:52:00+05:30,8.0,8.0,8.0,8.0,0,10750
2022-06-08 09:53:00+05:30,8.0,8.0,8.0,8.0,0,10750
2022-06-08 09:54:00+05:30,8.0,8.0,8.0,8.0,0,10750
2022-06-08 09:55:00+05:30,8.0,8.0,8.0,8.0,0,10750
2022-06-08 09:56:00+05:30,8.0,8.0,8.0,8.0,0,10750
2022-06-08 09:57:00+05:30,8.0,8.0,8.0,8.0,0,10750
2022-06-08 09:58:00+05:30,8.0,8.0,8.0,8.0,0,10750
2022-06-08 09:59:00+05:30,8.0,8.15,8.0,8.15,150,10500
2022-06-08 10:00:00+05:30,8.15,8.25,8.15,8.25,200,10650
2022-06-08 10:01:00+05:30,8.25,8.25,8.25,8.25,0,10650
2022-06-08 10:02:00+05:30,8.25,8.25,8.25,8.25,0,10650
2022-06-08 10:03:00+05:30,8.25,8.25,8.25,8.25,0,10650
2022-06-08 10:04:00+05:30,8.25,8.6,8.25,8.6,50,10850
2022-06-08 10:05:00+05:30,8.6,8.6,8.0,8.0,100,10850
2022-06-08 10:06:00+05:30,8.0,8.0,8.0,8.0,0,10850
2022-06-08 10:07:00+05:30,8.0,8.0,8.0,8.0,0,10850
2022-06-08 10:08:00+05:30,8.0,8.0,8.0,8.0,150,10850
2022-06-08 10:09:00+05:30,8.0,8.0,8.0,8.0,0,10850
2022-06-08 10:10:00+05:30,8.0,8.0,7.65,7.65,50,10850
2022-06-08 10:11:00+05:30,7.65,7.65,7.2,7.2,650,10850
2022-06-08 10:12:00+05:30,7.2,7.2,7.2,7.2,0,10850
2022-06-08 10:13:00+05:30,7.2,7.2,7.2,7.2,0,10850
2022-06-08 10:14:00+05:30,7.2,7.2,6.4,6.4,350,11500
2022-06-08 10:15:00+05:30,6.4,6.4,6.4,6.4,0,11500
2022-06-08 10:16:00+05:30,6.4,6.5,6.4,6.5,1000,11850
2022-06-08 10:17:00+05:30,6.5,6.5,6.5,6.5,0,11850
2022-06-08 10:18:00+05:30,6.5,6.5,6.5,6.5,0,11850
2022-06-08 10:19:00+05:30,6.5,6.9,6.5,6.9,100,12850
2022-06-08 10:20:00+05:30,6.9,6.9,6.9,6.9,0,12850
2022-06-08 10:21:00+05:30,6.9,6.9,6.9,6.9,0,12850
2022-06-08 10:22:00+05:30,6.9,6.9,6.9,6.9,0,12850
